fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,good
-0.7759043035826444,-0.22644102407558667,1.1787811066655927,1.1994396471830808,0.0683581104102653,2.1448250659218573,1.7659223267059645,0.6245174052901086,-0.16942592633918582,0.4672303758749947,-0.9140250685236665,1
-0.38928698174458115,-0.6590665950750264,-0.41743102378705604,-0.8485735538393026,0.12725665466332592,0.1374696224999432,0.6797523041227206,-0.42515662372971913,0.14399756890613216,0.1959176431607183,-0.8300752416003172,1
3.554209701003664,-0.04103006507582655,1.1787811066655927,-0.4306116760796325,1.099082634838829,1.3418828885530918,-0.6378965757323622,1.8336355906167179,0.5201057632005093,1.5524813067321028,0.1773226814798785,1
2.85829852169515,-0.1028337180757466,1.386982688898547,-0.7649811782873687,2.2476042477735145,-0.7801785802072175,-1.2789149497159162,0.8836141592886703,0.39473636510238264,1.620309489910672,0.8489212968666766,1
-0.15731658864174336,-0.7208702480749465,-0.13982891414311724,-0.8485735538393026,-0.46172878786728183,-0.9522376182148101,-0.9405996967801517,-1.6043790297487908,-0.1067412272901211,-1.3641305699463744,1.268670431483425,1
-0.23464005300935573,-0.3500483300754264,-0.27862996896508646,1.408420586062916,-0.402830243614221,1.2271768632146967,0.4126613149629065,0.179402468933604,-1.1723811111241988,0.1959176431607183,-0.07452679929016967,1
4.01815048720934,0.08257724092401318,1.1787811066655927,-0.5977964271835006,0.6867928250674035,-0.20664845351524205,-0.833763301116226,1.5678953301053657,-0.6082188196826276,1.4846531235535334,-0.07452679929016967,1
-0.4666104461121942,-0.41185198307534643,-0.48683155119804083,-0.8903697416152696,-0.6678736927529946,0.30952866050753586,-0.0859085314687465,-1.8269364979270615,-0.35748002348637437,-1.0928178372320976,1.6044697391768241,1
-0.15731658864174336,-1.0916921660744663,-0.41743102378705604,0.2903725630557984,-0.2555838829815691,-0.034589415507649414,1.8549526564259027,0.5115777945727848,1.0215833555930158,0.33157400951785615,-0.32637628006021935,1
-0.9305512323178698,0.5770064649233732,0.13777319550082193,0.4471082672156747,-0.31448242723462994,-0.32135447885363716,0.038733930139166754,-0.8171235079839385,-1.1723811111241988,-1.0928178372320976,0.42917216224992816,1
-0.9305512323178698,-0.2882446770755067,0.6235768873777147,1.1158472716311472,-0.2261346108550387,1.3992359012222892,0.5907219744027825,-0.32550402603793904,-0.7962729168298189,0.39940219269642546,0.42917216224992816,1
-1.626462411626384,-0.5354592890751865,0.2765742503227911,-0.8694716477272861,-0.6089751484999337,0.5389407111843261,-0.6735087076203375,-1.8535105239781857,0.08131286985706744,0.738543108589272,1.3526202584067744,1
-1.1625216254207076,-0.16463737107566662,-0.20922944155410203,0.3844139855517242,-0.16723606660197785,0.1374696224999432,0.4838855787388569,-0.45173064978084326,0.582790462249574,-0.2110514559106975,0.4851387135321894,1
0.925211912504834,-0.41185198307534643,0.9705795244326386,0.6769872999834932,-0.2261346108550387,0.4815876985151285,1.4454131397141876,0.9035446788270042,-0.482849421584501,0.39940219269642546,-0.7461254146769678,1
-1.0851981610530952,-0.22644102407558667,0.6929774147886995,-0.9112678355032532,-0.5795258763734035,-0.6654725548688224,-0.050296399580771284,-1.9830589009774664,-0.7335882177807542,-0.4823641886249743,1.772369393023523,1
-0.15731658864174336,-0.6590665950750264,0.6929774147886995,-0.07534407998391297,-0.402830243614221,0.3668816731767334,0.5016916446828446,0.16611545590802348,1.7737997441817757,0.39940219269642546,-0.24242645313686995,1
-0.5439339104798065,-1.586121390073826,0.06837266808983714,-0.7440830843993851,-0.8151200533856465,-0.43606050419203224,-0.40641771846052344,-1.2223774052637384,0.7708445593967626,1.145512207660687,1.268670431483425,1
